platform,page_name,key,en,zh-CN,zh-HK
APP,KYC Ownership OTP,kycDupOtp.title,Verify Ownership,所有权验证,所有權驗證
APP,KYC Ownership OTP,kycDupOtp.verifyBtn,Verify & Complete,验证并完成,驗證並完成
APP,KYC Binding Done,kycDupDone.btn,Sign in to verified account,登录已认证账号,登入已認證帳號
APP,KYC Binding Done,kycDupDone.desc,Your email has been added as a login method to your verified account +852 ****1234. You can now sign in with either credential.,您的邮箱已作为登录方式添加到已认证账号 +852 ****1234，后续可用任一方式登录。,您的信箱已作為登入方式新增到已認證帳號 +852 ****1234，後續可用任一方式登入。
APP,KYC Binding Done,kycDupDone.headline,Successfully bound,绑定成功,綁定成功
APP,KYC Binding Done,kycDupDone.item1,Verified account is now active on this device,本设备已切换至已认证账号,本裝置已切換至已認證帳號
APP,KYC Binding Done,kycDupDone.item2,Email + phone can both be used to sign in,邮箱与手机号均可用于登录,信箱與手機號均可用於登入
APP,KYC Binding Done,kycDupDone.item3,The previous account is no longer in use and its access has been safely paused,原账号已停止使用，访问已安全暂停,原帳號已停止使用，存取已安全暫停
APP,KYC Binding Done,kycDupDone.title,All Set,绑定完成,綁定完成
APP,KYC Binding Done,kycDupDone.whatNext,What happens next,接下来的变化,接下來的變化
APP,My Orders,orders.cancelled,Cancelled,已取消,已取消
APP,My Orders,orders.paid,Paid,已支付,已支付
APP,My Orders,orders.statusAfterSales,After-Sales,售后处理,售後處理
APP,My Orders,orders.statusDone,Completed,已完成,已完成
APP,My Orders,orders.statusPending,Pending Payment,待支付,待支付
APP,My Orders,orders.statusPickup,Pending Pickup,待取货,待取貨
APP,My Orders,orders.title,My Orders,我的订单,我的訂單
APP,My Orders,orders.unpaid,Unpaid,待支付,待支付
APP,Settings,settings.about,About FoneSquare,关于 FoneSquare,關於 FoneSquare
APP,Settings,settings.aboutVer,Version 1.0.0,版本 1.0.0,版本 1.0.0
APP,Settings,settings.changePwd,Change Password,修改密码,修改密碼
APP,Settings,settings.changePwdDesc,Update your login password,更新您的登录密码,更新您的登入密碼
APP,Settings,settings.idVerify,Identity Verification,身份认证,身份認證
APP,Settings,settings.idVerifyDesc,Manage your KYC documents,管理您的KYC证件,管理您的KYC證件
APP,Settings,settings.language,Language,语言,語言
APP,Settings,settings.loginMethods,Login Methods,登录方式,登入方式
APP,Settings,settings.loginMethodsDesc,"Manage phone, email, WhatsApp",管理手机号、邮箱、WhatsApp,管理手機號、信箱、WhatsApp
APP,Settings,settings.logout,🚪 Log Out,🚪 退出登录,🚪 登出
APP,Settings,settings.privacy,Privacy Policy,隐私政策,隱私政策
APP,Settings,settings.title,Settings,设置,設定
APP,Change Password,changePwd.btn,UPDATE PASSWORD,修改密码,修改密碼
APP,Change Password,changePwd.confirm,Confirm New Password,确认新密码,確認新密碼
APP,Change Password,changePwd.confirmPlaceholder,Re-enter new password,再次输入新密码,再次輸入新密碼
APP,Change Password,changePwd.current,Current Password,当前密码,目前密碼
APP,Change Password,changePwd.currentPlaceholder,Enter current password,请输入当前密码,請輸入目前密碼
APP,Change Password,changePwd.hints,✓ 8+ chars   ✓ Number   ✓ Letter,✓ 8位以上   ✓ 含数字   ✓ 含字母,✓ 8位以上   ✓ 含數字   ✓ 含字母
APP,Change Password,changePwd.new,New Password,新密码,新密碼
APP,Change Password,changePwd.newPlaceholder,At least 8 characters,至少8个字符,至少8個字元
APP,Change Password,changePwd.success,Password updated ✓,密码已修改 ✓,密碼已修改 ✓
APP,Change Password,changePwd.title,Change Password,修改密码,修改密碼
APP,Language Selection,lang.title,Language,语言选择,語言選擇
APP,Help & Support,help.email,Email Support,邮件客服,郵件客服
APP,Help & Support,help.faq,FAQ,常见问题,常見問題
APP,Help & Support,help.faqDesc,Frequently asked questions,查看常见问题,查看常見問題
APP,Help & Support,help.title,Help & Support,帮助与支持,幫助與支援
APP,Help & Support,help.whatsapp,WhatsApp Support,WhatsApp 客服,WhatsApp 客服
APP,Help & Support,help.whatsappDesc,Chat with us on WhatsApp,通过WhatsApp联系我们,透過WhatsApp聯繫我們
APP,Privacy Policy,privacy.heading,Privacy Policy,隐私政策,隱私政策
APP,Privacy Policy,privacy.lastUpdated,Last updated: April 2026 · Version 1.0,最后更新：2026年4月 · 版本 1.0,最後更新：2026年4月 · 版本 1.0
APP,Privacy Policy,privacy.title,Privacy Policy,隐私政策,隱私政策
APP,About,about.companyLabel,Company:,公司：,公司：
APP,About,about.contactLabel,Contact:,联系方式：,聯繫方式：
APP,About,about.copyright,© 2026 FoneSquare. All rights reserved.,© 2026 FoneSquare 版权所有,© 2026 FoneSquare 版權所有
APP,About,about.desc,FoneSquare is a cross-border B2B platform for certified pre-owned mobile devices. We connect global dealers with quality inventory at the best prices.,FoneSquare 是一个跨境B2B认证二手手机交易平台，为全球经销商提供优质货源和最优价格。,FoneSquare 是一個跨境B2B認證二手手機交易平台，為全球經銷商提供優質貨源和最優價格。
APP,About,about.regionLabel,Region:,地区：,地區：
APP,About,about.title,About FoneSquare,关于FoneSquare,關於FoneSquare
APP,About,about.version,Version 1.0.0 (Build 2026.04),版本 1.0.0（Build 2026.04）,版本 1.0.0（Build 2026.04）
APP,Bottom Tab Bar,tab.cart,Cart,购物车,購物車
APP,Bottom Tab Bar,tab.home,Home,首页,首頁
APP,Bottom Tab Bar,tab.me,Me,我的,我的
APP,Bottom Tab Bar,tabBar.cart,Cart,购物车,購物車
APP,Bottom Tab Bar,tabBar.home,Home,首页,首頁
APP,Bottom Tab Bar,tabBar.me,Me,我的,我的
APP,Common,common.back,Back,返回,返回
APP,Common,common.cancel,Cancel,取消,取消
APP,Common,common.close,Close,关闭,關閉
APP,Common,common.confirm,Confirm,确认,確認
APP,Common,common.delete,Delete,删除,刪除
APP,Common,common.done,Done,完成,完成
APP,Common,common.failed,Failed,操作失败,操作失敗
APP,Common,common.loading,Loading...,加载中...,載入中...
APP,Common,common.networkError,"Network error, please check your connection",网络错误，请检查网络连接,網絡錯誤，請檢查網絡連接
APP,Common,common.next,Next,下一步,下一步
APP,Common,common.optional,Optional,选填,選填
APP,Common,common.required,Required,必填,必填
APP,Common,common.retry,Retry,重试,重試
APP,Common,common.save,Save,保存,儲存
APP,Common,common.submit,Submit,提交,提交
APP,Common,common.success,Success,操作成功,操作成功
APP,Product Notes Panel,notes.clear,Clear,清空,清空
APP,Product Notes Panel,notes.confirmClear,Clear notes for this page?,确定清空当前页面的备注？,確定清空目前頁面的備註？
APP,Product Notes Panel,notes.confirmReset,Reset all notes to default? Custom edits will be lost.,重置所有备注为默认内容？自定义内容将丢失。,重設所有備註為預設內容？自訂內容將遺失。
APP,Product Notes Panel,notes.emptyNote,（暂无说明）,（暂无说明）,（暫無說明）
APP,Product Notes Panel,notes.export,Export,导出,匯出
APP,Product Notes Panel,notes.exportTime,导出时间：,导出时间：,匯出時間：
APP,Product Notes Panel,notes.exportTitle,# FoneSquare 登录注册 — 产品说明,# FoneSquare 登录注册 — 产品说明,# FoneSquare 登入註冊 — 產品說明
APP,Product Notes Panel,notes.exported,备注已导出为 Markdown ✓,备注已导出为 Markdown ✓,備註已匯出為 Markdown ✓
APP,Product Notes Panel,notes.panelTitle,Product Notes,产品说明,產品說明
APP,Product Notes Panel,notes.placeholder,Enter product notes…,在此输入产品说明…,在此輸入產品說明…
APP,Product Notes Panel,notes.reset,Reset,重置,重設
APP,Product Notes Panel,notes.saved,✓ Saved,✓ 已保存,✓ 已儲存
APP,Product Notes Panel,notes.tip,Auto-save · Edit directly,自动保存 · 可直接编辑,自動儲存 · 可直接編輯
APP,Product Notes Panel,notes.title,产品说明,产品说明,產品說明
APP,Toast Messages,toast.cameraPicker,Camera / Gallery picker,相机 / 相册选择,相機 / 相簿選擇
APP,Toast Messages,toast.comingSoon, coming soon, 即将推出, 即將推出
APP,Toast Messages,toast.datePicker,Date picker,日期选择,日期選擇
APP,Toast Messages,toast.kycDupSwitched,Switched to verified account ✓,已切换至已认证账号 ✓,已切換至已認證帳號 ✓
APP,Toast Messages,toast.kycDupVerified,Ownership verified ✓,所有权验证通过 ✓,所有權驗證通過 ✓
APP,Toast Messages,toast.langSelected, selected ✓, 已选择 ✓, 已選擇 ✓
APP,Toast Messages,toast.loggedOut,Logged out successfully,已退出登录,已登出
APP,Toast Messages,toast.openEmail,Opening email client…,正在打开邮件客户端…,正在開啟郵件用戶端…
APP,Toast Messages,toast.openWa,Opening WhatsApp…,正在打开WhatsApp…,正在開啟WhatsApp…
APP,Toast Messages,toast.phoneAdded,Phone number added ✓,手机号已添加 ✓,手機號已新增 ✓
APP,Toast Messages,toast.profileSuccess,Profile submitted successfully ✓,资料提交成功 ✓,資料提交成功 ✓
APP,Toast Messages,toast.waSupport,Opening WhatsApp support chat…,正在打开WhatsApp客服…,正在開啟WhatsApp客服…
Web,Common,common.add,➕ Add Merchant,➕ 添加商家,
Web,Common,common.all,All,全部,
Web,Common,common.back,Back to list,返回列表,
Web,Common,common.brand,FoneSquare Admin,FoneSquare 商家管理后台,
Web,Common,common.cancel,Cancel,取消,
Web,Common,common.confirm,Confirm,确认变更,
Web,Common,common.edit,Edit,编辑,
Web,Common,common.export,📥 Export,📥 导出,
Web,Common,common.home,Home,首页,
Web,Common,common.perPage,10 / page,10 条/页,
Web,Common,common.reset,↺ Reset,↺ 重置,
Web,Common,common.save,💾 Validate & Save,💾 校验并保存,
Web,Common,common.search,🔍 Search,🔍 查询,
Web,Common,common.user,Qian Q.,乔谦,
Web,Common,common.view,View,查看,
Web,Navigation,nav.groupDownload,Downloads,下载中心,
Web,Navigation,nav.groupMerchant,Merchant,商家管理,
Web,Navigation,nav.menuList,Merchant List,商家列表,
Web,Navigation,nav.menuMyFiles,My Files,我的文件,
Web,Breadcrumb,crumb.add,Add Merchant,添加商家,
Web,Breadcrumb,crumb.detail,Merchant Detail,商家详情,
Web,Breadcrumb,crumb.list,Merchant List,商家列表,
Web,Breadcrumb,crumb.myFiles,My Files,我的文件,
Web,Merchant Management,merchant.add.basicTitle,Basic Info (Personal),基本信息（个人）,
Web,Merchant Management,merchant.add.buyer,Buyer,买家,
Web,Merchant Management,merchant.add.cancelBtn,Cancel,取消,
Web,Merchant Management,merchant.add.contactHint,"Phone, Email, or WhatsApp — at least one required",手机号、邮箱、WhatsApp 三选一必填,
Web,Merchant Management,merchant.add.corpDocPlaceholder,Business Registration etc.,商业登记证等,
Web,Merchant Management,merchant.add.corpKycTitle,KYC (Corporate),KYC 认证材料（企业）,
Web,Merchant Management,merchant.add.corpLicense,Business License Photo,营业执照照片,
Web,Merchant Management,merchant.add.corpLicenseHint,JPG/PNG/PDF ≤ 10MB; raises transaction quota,JPG / PNG / PDF ≤ 10MB，提交可获更高交易额度,
Web,Merchant Management,merchant.add.corpName,Company Name,公司名称,
Web,Merchant Management,merchant.add.corpPhotoHint,JPG/PNG/PDF ≤ 10MB,JPG / PNG / PDF ≤ 10MB,
Web,Merchant Management,merchant.add.corpRegNo,Business Reg. No.,商业登记号,
Web,Merchant Management,merchant.add.docPlaceholder,Dynamic by region (HK ID / Passport / ID…),按地区动态展示（HK ID / 护照 / 身份证…）,
Web,Merchant Management,merchant.add.kycTitle,KYC (Personal),KYC 认证材料（个人）,
Web,Merchant Management,merchant.add.optional,Optional,选填,
Web,Merchant Management,merchant.add.phonePlaceholder,e.g. +852 1234 5678,含区号，如 +852 1234 5678,
Web,Merchant Management,merchant.add.photoHint,Passport: one side only; JPG/PNG ≤ 5MB,护照仅需上传一面；JPG/PNG ≤ 5MB,
Web,Merchant Management,merchant.add.placeholder,Input…,请输入,
Web,Merchant Management,merchant.add.regionPlaceholder,Country / Province / City,国家 / 省份 / 城市 三级联动,
Web,Merchant Management,merchant.add.seller,Seller,卖家,
Web,Merchant Management,merchant.add.submitBtn,✅ Submit,✅ 提交创建,
Web,Merchant Management,merchant.add.tip,"Sales adds → auto-bound to self; Admin adds → unassigned by default, bind on detail page.",销售添加 → 自动绑定为本人；管理员添加 → 默认未分配，需在「商家详情 → 销售绑定」中手动分配。,
Web,Merchant Management,merchant.add.title,Add Merchant (Single Page),添加商家（单页录入）,
Web,Merchant Management,merchant.add.typeMulti,(multi-select),（可多选）,
Web,Merchant Management,merchant.add.typePlaceholder,Select Buyer / Seller,请选择 买家 / 卖家,
Web,Merchant Management,merchant.add.validPlaceholder,Future date only,不可选过去日期,
Web,Merchant Management,merchant.add.waPlaceholder,Optional,选填,
Web,Merchant Management,merchant.advisor.unassigned,Unassigned,未分配,
Web,Merchant Management,merchant.authStatus.restricted,Restricted,账号受限,
Web,Merchant Management,merchant.authStatus.unverified,Unverified,未认证,
Web,Merchant Management,merchant.authStatus.verified,Verified,已认证,
Web,Merchant Management,merchant.detail.advisor,Advisor,维护人,
Web,Merchant Management,merchant.detail.advisor.bind,➕ Bind,➕ 绑定,
Web,Merchant Management,merchant.detail.advisor.boundBy,Bound By,绑定人,
Web,Merchant Management,merchant.detail.advisor.boundSince,Bound Since,绑定时间,
Web,Merchant Management,merchant.detail.advisor.current,Current Advisor,当前维护人,
Web,Merchant Management,merchant.detail.advisor.history,📜 History,📜 查看变更历史,
Web,Merchant Management,merchant.detail.advisor.historyFrom,Bound At,绑定时间,
Web,Merchant Management,merchant.detail.advisor.historyOB,OB Account,OB 账号,
Web,Merchant Management,merchant.detail.advisor.historyOperator,Operator,操作人,
Web,Merchant Management,merchant.detail.advisor.historyOwner,Advisor,维护人,
Web,Merchant Management,merchant.detail.advisor.historyReason,Reason,原因,
Web,Merchant Management,merchant.detail.advisor.historyTitle,Binding History,历史绑定记录,
Web,Merchant Management,merchant.detail.advisor.historyTo,Unbound At,解绑时间,
Web,Merchant Management,merchant.detail.advisor.obAccount,OB Account,OB 账号,
Web,Merchant Management,merchant.detail.advisor.reason,Reason,变更原因,
Web,Merchant Management,merchant.detail.advisor.reasonCreate,Auto-bound on creation,商家创建自动绑定,
Web,Merchant Management,merchant.detail.advisor.reasonPlaceholder,"Reason (required, written to logs)",请填写变更原因（必填，将记录到操作日志）,
Web,Merchant Management,merchant.detail.advisor.reasonResign,"Sales resigned, transferred",销售离职转交,
Web,Merchant Management,merchant.detail.advisor.reassign,🔄 Reassign,🔄 更换维护人,
Web,Merchant Management,merchant.detail.advisor.selectNew,Select New Advisor,选择新维护人,
Web,Merchant Management,merchant.detail.advisor.selectNewPlaceholder,Pick from OB accounts…,从 OB 账号列表选择…,
Web,Merchant Management,merchant.detail.advisor.title,Advisor Binding,维护人绑定,
Web,Merchant Management,merchant.detail.advisor.unbind,⛔ Unbind,⛔ 解绑,
Web,Merchant Management,merchant.detail.basic.contact,Contact,联系人,
Web,Merchant Management,merchant.detail.basic.corpLicense,Business Reg. No.,营业执照号,
Web,Merchant Management,merchant.detail.basic.corpName,Company Name,企业名称,
Web,Merchant Management,merchant.detail.basic.corporate,Corporate Info,企业信息,
Web,Merchant Management,merchant.detail.basic.email,Email,邮箱,
Web,Merchant Management,merchant.detail.basic.name,Merchant Name,商家名称,
Web,Merchant Management,merchant.detail.basic.personal,Personal Info,个人信息,
Web,Merchant Management,merchant.detail.basic.personalName,Name,姓名,
Web,Merchant Management,merchant.detail.basic.phone,Phone,联系方式,
Web,Merchant Management,merchant.detail.basic.region,Region,所在地区,
Web,Merchant Management,merchant.detail.basic.regionHK,Hong Kong,香港,
Web,Merchant Management,merchant.detail.basic.remark,Remark,备注,
Web,Merchant Management,merchant.detail.basic.status,Status,状态,
Web,Merchant Management,merchant.detail.basic.title,Basic Info,基本信息,
Web,Merchant Management,merchant.detail.basic.type,Type,商家类型,
Web,Merchant Management,merchant.detail.basic.whatsapp,WhatsApp,WhatsApp,
Web,Merchant Management,merchant.detail.disableBtn,⏸️ Disable,⏸️ 停用,
Web,Merchant Management,merchant.detail.editBtn,✏️ Edit,✏️ 编辑信息,
Web,Merchant Management,merchant.detail.id,Merchant ID,商家 ID,
Web,Merchant Management,merchant.detail.kyc.auditStatus,Audit Status,审核状态,
Web,Merchant Management,merchant.detail.kyc.auditedAt,Audited At,审核时间,
Web,Merchant Management,merchant.detail.kyc.corpAddress,Company Address,企业地址,
Web,Merchant Management,merchant.detail.kyc.corpDocNo,Document No.,证照编号,
Web,Merchant Management,merchant.detail.kyc.corpDocType,Document Type,证照类型,
Web,Merchant Management,merchant.detail.kyc.corpLegalRep,Legal Rep. / Director,法定代表 / 董事,
Web,Merchant Management,merchant.detail.kyc.corpName,Company Name,企业名称,
Web,Merchant Management,merchant.detail.kyc.corpPhoto,Document Photo,证照照片,
Web,Merchant Management,merchant.detail.kyc.corpValidUntil,Document Valid Until,证照有效期,
Web,Merchant Management,merchant.detail.kyc.corporate,Corporate KYC,企业 KYC 材料,
Web,Merchant Management,merchant.detail.kyc.docBack,Doc (Back),证件反面,
Web,Merchant Management,merchant.detail.kyc.docFront,Doc (Front),证件正面,
Web,Merchant Management,merchant.detail.kyc.docName,Doc Holder Name,证件姓名,
Web,Merchant Management,merchant.detail.kyc.docNo,Doc No.,证件号,
Web,Merchant Management,merchant.detail.kyc.docType,Doc Type,证件类型,
Web,Merchant Management,merchant.detail.kyc.handHeld,Hand-held Doc,手持证件,
Web,Merchant Management,merchant.detail.kyc.passed,Passed,已通过,
Web,Merchant Management,merchant.detail.kyc.personal,Personal KYC,个人 KYC 材料,
Web,Merchant Management,merchant.detail.kyc.photoHint,(Passport: one side),（护照仅一面）,
Web,Merchant Management,merchant.detail.kyc.photos,Doc Photos,证件照片,
Web,Merchant Management,merchant.detail.kyc.title,KYC Docs,KYC 认证材料,
Web,Merchant Management,merchant.detail.kyc.validUntil,Doc Valid Until,证件有效期,
Web,Merchant Management,merchant.detail.kyc.viewRaw,View raw,点击查看原值,
Web,Merchant Management,merchant.detail.log.create,Created HK Mobile Trade Co. (auto-bound to Z. San / OB1001),创建商家 HK Mobile Trade Co.（自动绑定维护人：张三 / OB1001）,
Web,Merchant Management,merchant.detail.log.disable,Disabled merchant,停用商家,
Web,Merchant Management,merchant.detail.log.editBasic,Edited basic info: phone,编辑基本信息：手机号,
Web,Merchant Management,merchant.detail.log.enable,Enabled merchant,启用商家,
Web,Merchant Management,merchant.detail.log.kyc,KYC review completed → Passed,完成 KYC 审核 → 已通过,
Web,Merchant Management,merchant.detail.log.quota,"Set daily limit (deposit 5,000 confirmed)","配置每日下单限额（保证金 5,000 已确认）",
Web,Merchant Management,merchant.detail.log.rebind,Reassigned advisor,更换维护人,
Web,Merchant Management,merchant.detail.log.title,Operation Logs,操作日志,
Web,Merchant Management,merchant.detail.quota.confirmedAtBy,Confirmed At / By,确认时间 / 确认人,
Web,Merchant Management,merchant.detail.quota.deposit,Deposit Amount (HKD),保证金金额（HKD）,
Web,Merchant Management,merchant.detail.quota.depositHint,Entered by operator; deposit × 10 = limit cap,运营录入；保证金 × 10 = 限额上限,
Web,Merchant Management,merchant.detail.quota.depositStatus,Deposit Status,保证金状态,
Web,Merchant Management,merchant.detail.quota.hkTitle,Hong Kong Daily Order Limit Config (Buyer only),香港店每日下单限额配置（仅买家）,
Web,Merchant Management,merchant.detail.quota.limit,Daily Order Limit (HKD),每日下单限额（HKD）,
Web,Merchant Management,merchant.detail.quota.limitHint,Default minimum from config; cap = current deposit × 10,默认最小值由业务配置；上限 = 当前保证金 × 10,
Web,Merchant Management,merchant.detail.quota.proof,Deposit Transfer Proof (Image),保证金转账记录（图片上传）,
Web,Merchant Management,merchant.detail.quota.proofHint,"Without proof, limit must stay at default minimum",未提交凭证前限额无法调高，仅可保留默认最小值,
Web,Merchant Management,merchant.detail.quota.rule,"Rule: Deposit is paid by Buyer. Daily order limit cap = Deposit × 10. Without proof submission, limit must stay at the business-defined default minimum. Once proof is uploaded and confirmed by ops, limit can be configured between default minimum ~ deposit × 10.",业务规则：保证金由买家缴纳；每日下单限额上限 = 保证金 × 10。未提交转账凭证前，限额仅可设置为业务默认最小值；上传凭证、运营确认后，限额可在默认最小值 ~ 保证金 × 10 范围内自由配置。,
Web,Merchant Management,merchant.detail.quota.statusPending,Not submitted,未提交,
Web,Merchant Management,merchant.detail.quota.statusSubmitted,"Submitted, pending review",已提交待确认,
Web,Merchant Management,merchant.detail.quota.uploadDone,✅ 1 proof uploaded (click to toggle demo),✅ 已上传 1 张转账凭证（点击切换示例）,
Web,Merchant Management,merchant.detail.quota.uploadHint,"Click to upload (JPG/PNG, ≤ 5MB each, up to 3)",点击上传转账凭证（JPG/PNG，单张 ≤ 5MB，最多 3 张）,
Web,Merchant Management,merchant.detail.registeredAt,Registered,注册日期,
Web,Merchant Management,merchant.detail.salesOwner,Sales Owner,所属销售,
Web,Merchant Management,merchant.detail.tab.advisor,Advisor Binding,维护人绑定,
Web,Merchant Management,merchant.detail.tab.basic,Basic Info,基本信息,
Web,Merchant Management,merchant.detail.tab.kyc,KYC Docs,KYC 认证材料,
Web,Merchant Management,merchant.detail.tab.log,Logs,操作日志,
Web,Merchant Management,merchant.detail.tab.quota,Limit & Deposit,限额与保证金,
Web,Merchant Management,merchant.list.filter.advisor,Advisor,维护人,
Web,Merchant Management,merchant.list.filter.advisorAdmin,Account Advisor (Admin),维护人（仅管理员）,
Web,Merchant Management,merchant.list.filter.authStatus,Auth Status,认证状态,
Web,Merchant Management,merchant.list.filter.hint,Advisor filter is admin-only; sales reps see only their own merchants.,维护人筛选仅管理员可见；销售自动锁定为本人。,
Web,Merchant Management,merchant.list.filter.name,Merchant Name,商家名称,
Web,Merchant Management,merchant.list.filter.name.placeholder,Search by name…,请输入名称关键词,
Web,Merchant Management,merchant.list.filter.status,Merchant Status,商家状态,
Web,Merchant Management,merchant.list.filter.type,Type,商家类型,
Web,Merchant Management,merchant.list.filter.type.all,All,全部,
Web,Merchant Management,merchant.list.result,Result,查询结果,
Web,Merchant Management,merchant.list.th.action,Action,操作,
Web,Merchant Management,merchant.list.th.advisor,Advisor,维护人,
Web,Merchant Management,merchant.list.th.authStatus,Auth Status,认证状态,
Web,Merchant Management,merchant.list.th.contact,Contact,联系人,
Web,Merchant Management,merchant.list.th.createdAt,Created At,创建时间,
Web,Merchant Management,merchant.list.th.id,ID,ID,
Web,Merchant Management,merchant.list.th.name,Merchant Name,商家名称,
Web,Merchant Management,merchant.list.th.phone,Phone,联系方式,
Web,Merchant Management,merchant.list.th.salesOwner,Sales Owner,所属销售,
Web,Merchant Management,merchant.list.th.status,Merchant Status,商家状态,
Web,Merchant Management,merchant.list.th.type,Type,类型,
Web,Merchant Management,merchant.list.title,Merchant List,商家列表,
Web,Merchant Management,merchant.list.total,86 rows,共 86 条,
Web,Merchant Management,merchant.op.disable,Disable,停用,
Web,Merchant Management,merchant.op.enable,Enable,启用,
Web,Merchant Management,merchant.status.active,Active,使用,
Web,Merchant Management,merchant.status.disabled,Disabled,停用,
Web,Merchant Management,merchant.type.buyer,Buyer,买家,
Web,Merchant Management,merchant.type.seller,Seller,卖家,
Web,My Files,myFiles.action.download,Download,下载,
Web,My Files,myFiles.action.regenerate,Regenerate,重新生成,
Web,My Files,myFiles.empty,(empty),（无文件）,
Web,My Files,myFiles.source.merchantList,Merchant List,商家列表,
Web,My Files,myFiles.status.expired,Expired,已过期,
Web,My Files,myFiles.status.processing,Processing,处理中,
Web,My Files,myFiles.status.ready,Ready,可下载,
Web,My Files,myFiles.th.action,Action,操作,
Web,My Files,myFiles.th.createdAt,Created At,创建时间,
Web,My Files,myFiles.th.fileName,File,文件名,
Web,My Files,myFiles.th.size,Size,大小,
Web,My Files,myFiles.th.source,Source,来源页面,
Web,My Files,myFiles.th.status,Status,状态,
Web,My Files,myFiles.th.type,Type,类型,
Web,My Files,myFiles.tip,"This page lists files generated by Export actions. Kept for 30 days, then auto-purged. Click Download to fetch; click Regenerate for expired items.",本页存放商家列表 / 详情 等页面通过「📥 导出」生成的文件，近 30 天有效，过期自动清理。点击「下载」获取本地副本，过期项可点「重新生成」重跑导出任务。,
Web,My Files,myFiles.title,My Files,我的文件,
